,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENW,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
136,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,136,07:35,"MISS JUMPER by MIRE,JENNA",,,,,,,"MISS JUMPER by MIRE,JENNA",1,jumper,missed,Centre,jenna mire,,455
137,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,137,--,,,,,"REBOUND DEF by WILLIAMS,KALIN",,,"REBOUND DEF by WILLIAMS,KALIN",1,defensive rebound,,oglethorpe,kalin williams,,
138,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,138,07:11,,15,,16 (+1),"GOOD 3PTR by BUCK,EMILY",OUW 15-16 (-1),,"GOOD 3PTR by BUCK,EMILY",1,three pointer,good,oglethorpe,emily buck,3,431
139,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,139,--,,,,,"ASSIST  by WILLIAMS,KALIN",,,"ASSIST  by WILLIAMS,KALIN",1,assist,,oglethorpe,kalin williams,,
140,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,140,06:49,"MISS LAYUP by STOUGH,MARY",,,,,,,"MISS LAYUP by STOUGH,MARY",1,layup,missed,Centre,mary stough,,409
141,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,141,--,,,,,"REBOUND DEF by WILLIAMS,KALIN",,,"REBOUND DEF by WILLIAMS,KALIN",1,defensive rebound,,oglethorpe,kalin williams,,
142,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,142,06:36,,,,,"MISS JUMPER by BUCK,EMILY",,,"MISS JUMPER by BUCK,EMILY",1,jumper,missed,oglethorpe,emily buck,,396
143,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,143,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,Centre,hillary moore,,
144,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,144,06:24,"GOOD 3PTR by MOORE,HILLARY",18 (+2),,16,,CENW 18-16 (+2),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,384
145,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,145,--,"ASSIST  by MIRE,JENNA",,,,,,,"ASSIST  by MIRE,JENNA",1,assist,,Centre,jenna mire,,
146,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,146,06:00,,,,,"MISS JUMPER by GILES,SARAH",,,"MISS JUMPER by GILES,SARAH",1,jumper,missed,oglethorpe,sarah giles,,360
147,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,147,--,"REBOUND DEF by MIRE,JENNA",,,,,,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
148,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,148,05:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,357
149,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,149,05:57,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,357
150,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,150,05:57,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,357
151,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,151,05:57,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,357
152,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,152,05:57,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,357
153,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,153,05:57,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,357
154,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,154,05:57,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,357
155,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,155,05:57,,,,,"SUB IN by BLECKLEY,ALI",,,"SUB IN by BLECKLEY,ALI",1,subbing in,,oglethorpe,ali bleckley,,357
156,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,156,05:57,,,,,"SUB IN by JENKINS,KYANA",,,"SUB IN by JENKINS,KYANA",1,subbing in,,oglethorpe,kyana jenkins,,357
157,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,157,05:57,,,,,"SUB OUT by JOHNSTON,MARY",,,"SUB OUT by JOHNSTON,MARY",1,subbing out,,oglethorpe,mary johnston,,357
158,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,158,05:57,,,,,"SUB OUT by COLE,GABBY",,,"SUB OUT by COLE,GABBY",1,subbing out,,oglethorpe,gabby cole,,357
159,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,159,05:26,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,326
160,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,160,05:03,,,,,"MISS JUMPER by JENKINS,KYANA",,,"MISS JUMPER by JENKINS,KYANA",1,jumper,missed,oglethorpe,kyana jenkins,,303
161,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,161,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
162,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,162,04:46,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,286
163,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,163,--,,,,,"REBOUND DEF by BLECKLEY,ALI",,,"REBOUND DEF by BLECKLEY,ALI",1,defensive rebound,,oglethorpe,ali bleckley,,
164,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,164,04:30,,,,,"MISS 3PTR by BUCK,EMILY",,,"MISS 3PTR by BUCK,EMILY",1,three pointer,missed,oglethorpe,emily buck,,270
165,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,165,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,Centre,hillary moore,,
166,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,166,04:24,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,264
167,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,167,04:22,,,,,"STEAL  by BLECKLEY,ALI",,,"STEAL  by BLECKLEY,ALI",1,steal,,oglethorpe,,,262
168,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,168,04:19,,18,,18,"GOOD LAYUP by BLECKLEY,ALI(fastbreak)(in the paint)",OUW 18-18 (0),,"GOOD LAYUP by BLECKLEY,ALI(fastbreak)(in the paint)",1,layup,good,oglethorpe,ali(fastbreak) bleckley,2,259
169,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,169,03:54,,,,,"FOUL  by JENKINS,KYANA",,,"FOUL  by JENKINS,KYANA",1,foul,,oglethorpe,kyana jenkins,,234
170,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,170,03:54,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,234
171,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,171,03:54,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,234
172,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,172,03:54,,,,,"SUB IN by BENTLEY,ALANA",,,"SUB IN by BENTLEY,ALANA",1,subbing in,,oglethorpe,alana bentley,,234
173,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,173,03:54,,,,,"SUB IN by COLE,GABBY",,,"SUB IN by COLE,GABBY",1,subbing in,,oglethorpe,gabby cole,,234
174,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,174,03:54,,,,,"SUB OUT by GILES,SARAH",,,"SUB OUT by GILES,SARAH",1,subbing out,,oglethorpe,sarah giles,,234
175,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,175,03:54,,,,,"SUB OUT by BUCK,EMILY",,,"SUB OUT by BUCK,EMILY",1,subbing out,,oglethorpe,emily buck,,234
176,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,176,03:52,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,232
177,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,177,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
178,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,178,03:45,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,225
179,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,179,--,,,,,"REBOUND DEF by WILLIAMS,KALIN",,,"REBOUND DEF by WILLIAMS,KALIN",1,defensive rebound,,oglethorpe,kalin williams,,
180,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,180,03:39,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,219
181,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,181,03:39,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,219
182,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,182,03:39,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,219
183,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,183,03:15,,18,,20 (+2),"GOOD JUMPER by COLE,GABBY",OUW 18-20 (-2),,"GOOD JUMPER by COLE,GABBY",1,jumper,good,oglethorpe,gabby cole,2,195
184,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,184,03:00,,,,,"FOUL  by JENKINS,KYANA",,,"FOUL  by JENKINS,KYANA",1,foul,,oglethorpe,kyana jenkins,,180
185,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,185,03:00,,,,,"SUB IN by CULPEPPER,KENDELLE",,,"SUB IN by CULPEPPER,KENDELLE",1,subbing in,,oglethorpe,kendelle culpepper,,180
186,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,186,03:00,,,,,"SUB OUT by JENKINS,KYANA",,,"SUB OUT by JENKINS,KYANA",1,subbing out,,oglethorpe,kyana jenkins,,180
187,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,187,02:57,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,177
188,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,188,--,,,,,"REBOUND DEF by CULPEPPER,KENDELLE",,,"REBOUND DEF by CULPEPPER,KENDELLE",1,defensive rebound,,oglethorpe,kendelle culpepper,,
189,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,189,02:28,,,,,"MISS 3PTR by BLECKLEY,ALI",,,"MISS 3PTR by BLECKLEY,ALI",1,three pointer,missed,oglethorpe,ali bleckley,,148
190,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,190,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
191,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,191,02:14,,,,,"FOUL  by WILLIAMS,KALIN",,,"FOUL  by WILLIAMS,KALIN",1,foul,,oglethorpe,kalin williams,,134
192,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,192,02:14,"MISS FT by BENHAM,CHELSEA",,,,,,,"MISS FT by BENHAM,CHELSEA",1,free throw,missed,Centre,chelsea benham,,134
193,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,193,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
194,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,194,02:14,"GOOD FT by BENHAM,CHELSEA",19,,20 (+1),,CENW 19-20 (-1),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,134
195,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,195,02:14,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,134
196,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,196,02:14,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,134
197,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,197,02:14,,,,,"SUB IN by JOHNSTON,MARY",,,"SUB IN by JOHNSTON,MARY",1,subbing in,,oglethorpe,mary johnston,,134
198,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,198,02:14,,,,,"SUB OUT by BLECKLEY,ALI",,,"SUB OUT by BLECKLEY,ALI",1,subbing out,,oglethorpe,ali bleckley,,134
199,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,199,02:07,,,,,"MISS LAYUP by BENTLEY,ALANA",,,"MISS LAYUP by BENTLEY,ALANA",1,layup,missed,oglethorpe,alana bentley,,127
200,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,200,02:07,"BLOCK  by BENHAM,CHELSEA",,,,,,,"BLOCK  by BENHAM,CHELSEA",1,block,,Centre,chelsea benham,,127
201,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,201,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
202,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,202,01:41,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,101
203,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,203,--,,,,,"REBOUND DEF by WILLIAMS,KALIN",,,"REBOUND DEF by WILLIAMS,KALIN",1,defensive rebound,,oglethorpe,kalin williams,,
204,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,204,01:37,,,,,"SUB IN by GILES,SARAH",,,"SUB IN by GILES,SARAH",1,subbing in,,oglethorpe,sarah giles,,97
205,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,205,01:37,,,,,"SUB OUT by BENTLEY,ALANA",,,"SUB OUT by BENTLEY,ALANA",1,subbing out,,oglethorpe,alana bentley,,97
206,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,206,01:14,,,,,"MISS JUMPER by JOHNSTON,MARY",,,"MISS JUMPER by JOHNSTON,MARY",1,jumper,missed,oglethorpe,mary johnston,,74
